Query_1	Query_1	BC_1959	5e-61	580
Query_2554	Query_2554	BC_1650	1e-07	115
Query_2555	Query_2555	BC_4442	5e-16	192
Query_2555	Query_2555	BC_0168	1e-09	137
Query_2555	Query_2555	BC_3563	3e-07	116
Query_2555	Query_2555	BC_5482	1e-05	102
Query_2557	Query_2557	BC_3844	2e-41	405
Query_2558	Query_2558	BC_3810	2e-31	319
Query_2559	Query_2559	BC_3812	9e-33	329
Query_2560	Query_2560	BC_3813	4e-24	255
Query_2561	Query_2561	BC_3815	2e-59	562
Query_2564	Query_2564	BC_3804	7e-95	872
Query_2564	Query_2564	BC_0171	3e-28	298
Query_2564	Query_2564	BC_1960	1e-26	283
Query_2564	Query_2564	BC_0467	7e-25	269
Query_2564	Query_2564	BC_1768	4e-20	228
Query_2564	Query_2564	BC_3618	3e-19	220
Query_2564	Query_2564	BC_5204	8e-15	182
Query_2564	Query_2564	BC_1974	4e-14	176
Query_2564	Query_2564	BC_2929	4e-14	176
Query_2564	Query_2564	BC_3146	7e-14	174
Query_2565	Query_2565	BC_3894	2e-11	149
Query_2565	Query_2565	BC_4858	6e-07	109
Query_2566	Query_2566	BC_3892	3e-141	1272
Query_2566	Query_2566	BC_1200	1e-47	465
Query_2566	Query_2566	BC_1293	2e-41	412
Query_2566	Query_2566	BC_4704	5e-06	106
Query_2566	Query_2566	BC_4965	1e-05	102
Query_2567	Query_2567	BC_3870	2e-31	318
Query_2568	Query_2568	BC_1353	4e-29	300
Query_2571	Query_2571	BC_4475	4e-06	103
Query_2572	Query_2572	BC_3414	2e-85	789
Query_2572	Query_2572	BC_2928	8e-82	758
Query_2575	Query_2575	BC_3713	1e-31	319
Query_2575	Query_2575	BC_1623	2e-11	145
Query_2576	Query_2576	BC_3771	6e-52	497
Query_2577	Query_2577	BC_3772	0.0	2180
Query_2577	Query_2577	BC_4308	6e-71	668
Query_2577	Query_2577	BC_4315	3e-06	111
Query_2578	Query_2578	BC_5170	6e-05	94
Query_2579	Query_2579	BC_3778	0.0	2198
Query_2580	Query_2580	BC_3777	7e-114	1035
Query_2581	Query_2581	BC_3796	0.0	1709
Query_2581	Query_2581	BC_3977	3e-154	1386
Query_2581	Query_2581	BC_1613	5e-144	1299
Query_2582	Query_2582	BC_3792	4e-87	804
Query_2582	Query_2582	BC_4053	1e-20	232
Query_2582	Query_2582	BC_0630	3e-10	141
Query_2582	Query_2582	BC_4603	5e-09	130
Query_2582	Query_2582	BC_4842	5e-08	122
Query_2582	Query_2582	BC_3756	1e-06	110
Query_2582	Query_2582	BC_1356	2e-05	101
Query_2582	Query_2582	BC_2680	4e-05	97
Query_2582	Query_2582	BC_2549	6e-05	95
Query_2583	Query_2583	BC_0804	3e-08	120
Query_2583	Query_2583	BC_2402	9e-08	115
Query_2583	Query_2583	BC_2283	1e-06	106
Query_2583	Query_2583	BC_0855	1e-06	105
Query_2583	Query_2583	BC_0757	3e-06	103
Query_2583	Query_2583	BC_3456	7e-06	99
Query_2583	Query_2583	BC_4568	2e-05	96
Query_2583	Query_2583	BC_1757	4e-05	93
Query_2584	Query_2584	BC_0757	8e-06	101
Query_2585	Query_2585	BC_3787	3e-25	265
Query_2586	Query_2586	BC_3787	2e-67	633
Query_2586	Query_2586	BC_3803	1e-08	127
Query_2587	Query_2587	BC_3786	4e-161	1445
Query_2587	Query_2587	BC_3803	8e-19	218
Query_2587	Query_2587	BC_3787	6e-07	115
Query_2588	Query_2588	BC_3785	1e-63	602
Query_2588	Query_2588	BC_3849	1e-29	309
Query_2588	Query_2588	BC_3174	2e-29	306
Query_2588	Query_2588	BC_1317	2e-29	306
Query_2588	Query_2588	BC_3556	1e-26	282
Query_2588	Query_2588	BC_0195	9e-22	240
Query_2588	Query_2588	BC_0770	3e-21	236
Query_2588	Query_2588	BC_3460	7e-21	233
Query_2588	Query_2588	BC_1958	9e-21	232
Query_2588	Query_2588	BC_4030	2e-20	230
Query_2588	Query_2588	BC_4715	6e-19	216
Query_2588	Query_2588	BC_5079	2e-18	211
Query_2588	Query_2588	BC_4624	2e-17	204
Query_2588	Query_2588	BC_3327	5e-17	199
Query_2588	Query_2588	BC_3382	2e-15	185
Query_2588	Query_2588	BC_2302	2e-15	185
Query_2588	Query_2588	BC_2781	1e-14	178
Query_2588	Query_2588	BC_5076	3e-14	176
Query_2588	Query_2588	BC_1062	9e-14	171
Query_2588	Query_2588	BC_3990	3e-09	132
Query_2588	Query_2588	BC_1216	3e-09	132
Query_2588	Query_2588	BC_0850	6e-09	130
Query_2588	Query_2588	BC_2278	5e-07	113
Query_2588	Query_2588	BC_2516	6e-07	113
Query_2588	Query_2588	BC_1711	1e-06	111
Query_2589	Query_2589	BC_3784	8e-26	270
Query_2590	Query_2590	BC_3783	6e-60	567
Query_2591	Query_2591	BC_3783	6e-46	445
Query_2592	Query_2592	BC_3782	1e-17	204
Query_2593	Query_2593	BC_3802	3e-23	248
Query_2593	Query_2593	BC_3902	8e-08	114
Query_2600	Query_2600	BC_2462	2e-79	736
Query_2600	Query_2600	BC_2474	2e-21	236
Query_2600	Query_2600	BC_2356	3e-19	217
Query_2600	Query_2600	BC_2992	2e-18	209
Query_2600	Query_2600	BC_5019	5e-18	206
Query_2600	Query_2600	BC_0964	5e-16	189
Query_2600	Query_2600	BC_1799	1e-15	185
Query_2600	Query_2600	BC_3506	4e-15	181
Query_2600	Query_2600	BC_3632	7e-15	179
Query_2600	Query_2600	BC_2263	7e-15	179
Query_2600	Query_2600	BC_3465	3e-13	165
Query_2600	Query_2600	BC_4359	2e-12	158
Query_2600	Query_2600	BC_5073	2e-11	150
Query_2600	Query_2600	BC_4144	6e-10	136
Query_2600	Query_2600	BC_3051	2e-09	132
Query_2600	Query_2600	BC_4760	3e-09	130
Query_2600	Query_2600	BC_3473	1e-08	126
Query_2600	Query_2600	BC_2542	3e-08	121
Query_2600	Query_2600	BC_2645	5e-08	120
Query_2600	Query_2600	BC_2072	6e-08	119
Query_2600	Query_2600	BC_2847	2e-07	114
Query_2600	Query_2600	BC_2494	3e-07	113
Query_2600	Query_2600	BC_3076	4e-07	112
Query_2600	Query_2600	BC_2017	6e-07	111
Query_2600	Query_2600	BC_4683	1e-05	100
Query_2600	Query_2600	BC_2924	6e-05	93
Query_2601	Query_2601	BC_2502	2e-05	99
Query_2605	Query_2605	BC_3708	1e-115	1051
Query_2605	Query_2605	BC_1761	8e-77	717
Query_2606	Query_2606	BC_3707	0.0	1737
Query_2608	Query_2608	BC_0398	5e-12	159
Query_2608	Query_2608	BC_5418	3e-11	153
Query_2608	Query_2608	BC_5442	6e-08	124
Query_2608	Query_2608	BC_3000	2e-06	110
Query_2608	Query_2608	BC_0935	3e-06	109
Query_2609	Query_2609	BC_2063	2e-92	853
Query_2609	Query_2609	BC_0264	4e-87	807
Query_2610	Query_2610	BC_3080	1e-31	324
Query_2614	Query_2614	BC_4709	1e-51	495
Query_2615	Query_2615	BC_0635	1e-97	899
Query_2615	Query_2615	BC_3574	4e-85	791
Query_2615	Query_2615	BC_4731	2e-73	689
Query_2615	Query_2615	BC_3099	7e-70	659
Query_2615	Query_2615	BC_0784	3e-67	636
Query_2615	Query_2615	BC_4064	6e-56	539
Query_2616	Query_2616	BC_3111	2e-121	1101
Query_2616	Query_2616	BC_0705	2e-32	335
Query_2616	Query_2616	BC_3098	3e-23	256
Query_2616	Query_2616	BC_3575	2e-22	248
Query_2616	Query_2616	BC_4732	3e-21	238
Query_2616	Query_2616	BC_0782	4e-17	202
Query_2616	Query_2616	BC_0634	5e-17	202
Query_2617	Query_2617	BC_3110	3e-113	1032
Query_2617	Query_2617	BC_0706	2e-32	334
Query_2617	Query_2617	BC_2638	3e-32	333
Query_2618	Query_2618	BC_1749	1e-59	568
Query_2619	Query_2619	BC_1750	8e-56	533
Query_2620	Query_2620	BC_1751	1e-127	1157
Query_2623	Query_2623	BC_3089	1e-16	195
Query_2623	Query_2623	BC_2946	9e-08	118
Query_2624	Query_2624	BC_2027	6e-48	463
Query_2624	Query_2624	BC_2739	2e-07	114
Query_2624	Query_2624	BC_3154	1e-05	98
Query_2626	Query_2626	BC_3689	3e-83	770
Query_2627	Query_2627	BC_3681	7e-21	230
Query_2628	Query_2628	BC_3680	3e-14	170
Query_2629	Query_2629	BC_1627	6e-30	307
Query_2629	Query_2629	BC_5336	1e-14	174
Query_2629	Query_2629	BC_1439	1e-12	157
Query_2629	Query_2629	BC_2217	2e-12	155
Query_2629	Query_2629	BC_3207	2e-11	148
Query_2629	Query_2629	BC_3113	8e-11	141
Query_2629	Query_2629	BC_5262	1e-10	141
Query_2629	Query_2629	BC_4170	3e-10	137
Query_2629	Query_2629	BC_1743	3e-10	137
Query_2629	Query_2629	BC_1477	5e-10	135
Query_2629	Query_2629	BC_4589	7e-10	134
Query_2629	Query_2629	BC_5463	1e-09	132
Query_2629	Query_2629	BC_5028	2e-09	130
Query_2629	Query_2629	BC_5440	2e-09	130
Query_2629	Query_2629	BC_1300	4e-09	127
Query_2629	Query_2629	BC_5411	6e-09	126
Query_2629	Query_2629	BC_4433	1e-08	123
Query_2629	Query_2629	BC_1972	2e-08	120
Query_2629	Query_2629	BC_1732	5e-08	117
Query_2629	Query_2629	BC_4810	6e-08	117
Query_2629	Query_2629	BC_0561	8e-08	116
Query_2629	Query_2629	BC_0578	1e-07	115
Query_2629	Query_2629	BC_3601	1e-07	114
Query_2629	Query_2629	BC_0586	2e-07	112
Query_2629	Query_2629	BC_2864	2e-07	112
Query_2629	Query_2629	BC_0652	4e-07	110
Query_2629	Query_2629	BC_3228	4e-07	110
Query_2629	Query_2629	BC_3200	7e-07	107
Query_2629	Query_2629	BC_4849	2e-06	104
Query_2629	Query_2629	BC_0298	2e-06	103
Query_2629	Query_2629	BC_4539	2e-06	103
Query_2629	Query_2629	BC_1956	3e-06	103
Query_2629	Query_2629	BC_4665	6e-06	100
Query_2629	Query_2629	BC_2498	6e-06	99
Query_2629	Query_2629	BC_1006	1e-05	98
Query_2629	Query_2629	BC_4835	1e-05	96
Query_2629	Query_2629	BC_1119	7e-05	90
Query_2629	Query_2629	BC_0937	7e-05	90
Query_2629	Query_2629	BC_0882	1e-04	89
Query_2630	Query_2630	BC_3661	7e-54	515
Query_2630	Query_2630	BC_1826	3e-50	484
Query_2630	Query_2630	BC_2900	2e-14	175
Query_2630	Query_2630	BC_3645	4e-06	104
Query_2631	Query_2631	BC_3660	2e-54	519
Query_2632	Query_2632	BC_3612	3e-37	372
Query_2632	Query_2632	BC_1473	9e-30	308
Query_2632	Query_2632	BC_1722	2e-27	288
Query_2632	Query_2632	BC_0517	3e-05	96
Query_2632	Query_2632	BC_2114	1e-04	90
Query_2632	Query_2632	BC_4521	1e-04	90
Query_2633	Query_2633	BC_3606	6e-41	401
Query_2635	Query_2635	BC_3605	8e-26	270
Query_2635	Query_2635	BC_2284	4e-24	255
Query_2636	Query_2636	BC_3604	1e-61	583
Query_2636	Query_2636	BC_2398	7e-15	180
Query_2637	Query_2637	BC_3599	1e-50	487
Query_2642	Query_2642	BC_4918	7e-95	872
Query_2642	Query_2642	BC_5275	7e-93	855
Query_2642	Query_2642	BC_1212	1e-15	189
Query_2642	Query_2642	BC_4264	3e-14	177
Query_2642	Query_2642	BC_3358	4e-08	124
Query_2643	Query_2643	BC_2033	8e-68	637
Query_2643	Query_2643	BC_5040	5e-67	630
Query_2643	Query_2643	BC_0828	1e-37	376
Query_2643	Query_2643	BC_5025	9e-22	239
Query_2643	Query_2643	BC_0458	6e-20	223
Query_2643	Query_2643	BC_4828	4e-06	105
Query_2645	Query_2645	BC_2488	0.0	2113
Query_2646	Query_2646	BC_2487	2e-79	738
Query_2646	Query_2646	BC_4524	8e-42	414
Query_2646	Query_2646	BC_4853	1e-31	327
Query_2646	Query_2646	BC_0898	2e-26	281
Query_2646	Query_2646	BC_2292	6e-21	234
Query_2647	Query_2647	BC_2486	1e-96	888
Query_2647	Query_2647	BC_1400	1e-08	128
Query_2648	Query_2648	BC_2484	5e-176	1574
Query_2648	Query_2648	BC_4183	2e-119	1085
Query_2648	Query_2648	BC_3947	2e-111	1016
Query_2648	Query_2648	BC_3886	2e-08	129
Query_2648	Query_2648	BC_3886	2e-06	110
Query_2649	Query_2649	BC_1088	1e-80	752
Query_2649	Query_2649	BC_0890	9e-80	744
Query_2649	Query_2649	BC_4526	1e-68	648
Query_2649	Query_2649	BC_3419	1e-61	588
Query_2649	Query_2649	BC_4851	2e-55	534
Query_2649	Query_2649	BC_2304	5e-52	505
Query_2649	Query_2649	BC_4659	4e-37	376
Query_2649	Query_2649	BC_4645	3e-36	370
Query_2649	Query_2649	BC_3628	1e-34	355
Query_2649	Query_2649	BC_2307	1e-24	268
Query_2649	Query_2649	BC_2453	2e-24	267
Query_2649	Query_2649	BC_2453	3e-22	249
Query_2649	Query_2649	BC_3630	6e-24	263
Query_2649	Query_2649	BC_3631	8e-24	262
Query_2649	Query_2649	BC_0423	1e-22	252
Query_2649	Query_2649	BC_2489	1e-22	252
Query_2649	Query_2649	BC_2452	1e-20	235
Query_2649	Query_2649	BC_2306	6e-20	229
Query_2649	Query_2649	BC_2456	5e-19	220
Query_2649	Query_2649	BC_2456	5e-18	212
Query_2649	Query_2649	BC_2456	2e-17	208
Query_2649	Query_2649	BC_1372	2e-14	180
Query_2649	Query_2649	BC_1980	1e-11	157
Query_2649	Query_2649	BC_2455	7e-10	142
Query_2650	Query_2650	BC_5341	3e-113	1031
Query_2650	Query_2650	BC_5342	3e-109	998
Query_2650	Query_2650	BC_2288	5e-69	650
Query_2650	Query_2650	BC_5002	9e-69	648
Query_2651	Query_2651	BC_2392	0.0	1768
Query_2652	Query_2652	BC_1219	6e-15	178
Query_2655	Query_2655	BC_3688	4e-17	195
Query_2655	Query_2655	BC_1827	5e-11	142
Query_2656	Query_2656	BC_1335	4e-06	100
Query_2659	Query_2659	BC_3282	2e-22	241
Query_2659	Query_2659	BC_3525	4e-21	229
Query_2661	Query_2661	BC_1799	4e-55	526
Query_2661	Query_2661	BC_2992	5e-45	439
Query_2661	Query_2661	BC_2356	1e-40	400
Query_2661	Query_2661	BC_2263	2e-23	253
Query_2661	Query_2661	BC_3632	4e-13	164
Query_2661	Query_2661	BC_2645	5e-12	154
Query_2661	Query_2661	BC_4144	6e-12	153
Query_2661	Query_2661	BC_2847	2e-11	150
Query_2661	Query_2661	BC_2474	7e-11	144
Query_2661	Query_2661	BC_3506	2e-10	141
Query_2661	Query_2661	BC_4359	1e-09	133
Query_2661	Query_2661	BC_2462	2e-09	132
Query_2661	Query_2661	BC_3473	2e-09	132
Query_2661	Query_2661	BC_3051	4e-09	130
Query_2661	Query_2661	BC_0964	7e-09	127
Query_2661	Query_2661	BC_4760	7e-08	118
Query_2661	Query_2661	BC_2542	3e-07	113
Query_2661	Query_2661	BC_2017	3e-07	113
Query_2661	Query_2661	BC_2072	6e-07	111
Query_2661	Query_2661	BC_5019	7e-07	110
Query_2661	Query_2661	BC_5073	1e-06	108
Query_2661	Query_2661	BC_3465	2e-06	106
Query_2661	Query_2661	BC_3076	2e-06	105
Query_2661	Query_2661	BC_4683	7e-06	101
Query_2661	Query_2661	BC_3082	1e-04	91
Query_2662	Query_2662	BC_2411	7e-06	106
Query_2662	Query_2662	BC_0667	1e-05	104
Query_2662	Query_2662	BC_2515	1e-04	96
Query_2663	Query_2663	BC_2965	2e-37	379
Query_2663	Query_2663	BC_3369	2e-27	293
Query_2663	Query_2663	BC_2223	9e-18	209
Query_2663	Query_2663	BC_1035	5e-07	117
Query_2664	Query_2664	BC_3248	3e-26	280
Query_2664	Query_2664	BC_4903	8e-23	251
Query_2664	Query_2664	BC_1415	1e-19	223
Query_2665	Query_2665	BC_0589	3e-39	395
Query_2665	Query_2665	BC_3573	3e-36	370
Query_2665	Query_2665	BC_2118	2e-07	121
Query_2668	Query_2668	BC_0559	9e-63	598
Query_2668	Query_2668	BC_2006	1e-62	597
Query_2668	Query_2668	BC_3520	2e-61	586
Query_2668	Query_2668	BC_0576	8e-57	546
Query_2668	Query_2668	BC_5034	2e-45	449
Query_2668	Query_2668	BC_3385	1e-42	423
Query_2668	Query_2668	BC_5009	5e-39	393
Query_2668	Query_2668	BC_1124	9e-39	391
Query_2668	Query_2668	BC_0422	2e-36	371
Query_2668	Query_2668	BC_0404	2e-30	318
Query_2668	Query_2668	BC_5065	1e-19	226
Query_2668	Query_2668	BC_0678	2e-19	224
Query_2668	Query_2668	BC_5424	5e-18	212
Query_2668	Query_2668	BC_5462	4e-06	109
Query_2668	Query_2668	BC_3227	1e-05	105
Query_2668	Query_2668	BC_4809	2e-05	103
Query_2668	Query_2668	BC_1301	9e-05	98
Query_2673	Query_2673	BC_1031	0.0	1742
Query_2677	Query_2677	BC_3533	5e-32	330
Query_2677	Query_2677	BC_0606	1e-31	326
Query_2677	Query_2677	BC_2985	2e-14	178
Query_2678	Query_2678	BC_2987	1e-60	574
Query_2678	Query_2678	BC_2180	1e-51	495
Query_2679	Query_2679	BC_3469	1e-97	895
Query_2680	Query_2680	BC_1841	1e-43	429
Query_2680	Query_2680	BC_3190	1e-24	267
Query_2680	Query_2680	BC_5175	1e-19	223
Query_2680	Query_2680	BC_2367	8e-13	164
Query_2680	Query_2680	BC_3127	1e-12	162
Query_2680	Query_2680	BC_1683	2e-11	153
Query_2680	Query_2680	BC_3982	4e-11	150
Query_2680	Query_2680	BC_3668	3e-10	142
Query_2680	Query_2680	BC_3493	5e-10	140
Query_2680	Query_2680	BC_4650	8e-07	112
Query_2680	Query_2680	BC_1932	2e-05	101
Query_2681	Query_2681	BC_1840	1e-24	266
Query_2681	Query_2681	BC_3038	3e-17	203
Query_2681	Query_2681	BC_2741	2e-16	196
Query_2681	Query_2681	BC_2681	6e-15	183
Query_2681	Query_2681	BC_4765	9e-15	181
Query_2681	Query_2681	BC_3364	8e-14	173
Query_2681	Query_2681	BC_1596	3e-13	168
Query_2681	Query_2681	BC_0454	4e-12	158
Query_2681	Query_2681	BC_0847	5e-12	158
Query_2681	Query_2681	BC_0318	1e-10	145
Query_2681	Query_2681	BC_3191	8e-06	104
Query_2683	Query_2683	BC_2671	5e-92	845
Query_2683	Query_2683	BC_3657	1e-10	143
Query_2684	Query_2684	BC_4615	3e-07	111
Query_2686	Query_2686	BC_1850	6e-15	177
Query_2686	Query_2686	BC_3095	3e-13	162
Query_2686	Query_2686	BC_1847	2e-07	112
Query_2689	Query_2689	BC_4142	6e-15	180
Query_2693	Query_2693	BC_0920	3e-14	180
Query_2695	Query_2695	BC_1925	0.0	1650
Query_2695	Query_2695	BC_2016	8e-144	1296
Query_2697	Query_2697	BC_3105	5e-13	165
Query_2697	Query_2697	BC_3740	1e-10	144
Query_2697	Query_2697	BC_2507	3e-10	141
Query_2697	Query_2697	BC_3033	2e-08	125
Query_2697	Query_2697	BC_0213	4e-08	123
Query_2697	Query_2697	BC_1115	6e-07	113
Query_2697	Query_2697	BC_3253	2e-06	109
Query_2698	Query_2698	BC_1349	7e-06	104
Query_2698	Query_2698	BC_1224	6e-05	96
Query_2698	Query_2698	BC_3148	1e-04	92
Query_2698	Query_2698	BC_2051	2e-04	92
Query_2699	Query_2699	BC_5000	2e-36	365
Query_2700	Query_2700	BC_5001	2e-82	764
Query_2700	Query_2700	BC_2339	4e-10	140
Query_2700	Query_2700	BC_3088	6e-10	138
Query_2700	Query_2700	BC_4258	3e-08	123
Query_2700	Query_2700	BC_2406	8e-08	120
Query_2700	Query_2700	BC_4133	3e-05	98
Query_2701	Query_2701	BC_4928	6e-29	300
Query_2701	Query_2701	BC_1115	1e-06	108
Query_2702	Query_2702	BC_2670	6e-20	226
Query_2702	Query_2702	BC_0649	2e-16	196
Query_2702	Query_2702	BC_3593	5e-10	140
Query_2704	Query_2704	BC_2461	2e-55	530
Query_2704	Query_2704	BC_3699	2e-14	178
Query_2707	Query_2707	BC_5366	2e-102	937
Query_2707	Query_2707	BC_1950	2e-38	386
Query_2707	Query_2707	BC_1367	2e-28	300
Query_2707	Query_2707	BC_3231	6e-26	278
Query_2708	Query_2708	BC_5353	1e-60	577
Query_2708	Query_2708	BC_1733	5e-22	245
Query_2708	Query_2708	BC_5412	2e-13	171
Query_2708	Query_2708	BC_3207	1e-10	147
Query_2708	Query_2708	BC_1438	2e-10	146
Query_2708	Query_2708	BC_0881	9e-07	113
Query_2708	Query_2708	BC_2216	2e-05	101
Query_2709	Query_2709	BC_5352	3e-44	434
Query_2709	Query_2709	BC_2217	4e-31	320
Query_2709	Query_2709	BC_5411	1e-29	308
Query_2709	Query_2709	BC_1732	1e-26	281
Query_2709	Query_2709	BC_3207	3e-26	278
Query_2709	Query_2709	BC_1439	1e-25	273
Query_2709	Query_2709	BC_0882	3e-16	192
Query_2709	Query_2709	BC_4170	1e-13	170
Query_2709	Query_2709	BC_1627	1e-11	152
Query_2709	Query_2709	BC_4501	3e-09	132
Query_2709	Query_2709	BC_5336	2e-07	115
Query_2709	Query_2709	BC_5440	2e-06	106
Query_2709	Query_2709	BC_0578	3e-06	106
Query_2709	Query_2709	BC_3200	4e-06	104
Query_2709	Query_2709	BC_0937	5e-06	103
Query_2709	Query_2709	BC_1743	2e-05	98
Query_2709	Query_2709	BC_5463	6e-05	95
Query_2709	Query_2709	BC_0561	6e-05	94
Query_2710	Query_2710	BC_2952	3e-34	349
Query_2710	Query_2710	BC_5239	8e-30	311
Query_2710	Query_2710	BC_0813	9e-30	310
Query_2710	Query_2710	BC_0679	7e-25	268
Query_2710	Query_2710	BC_4922	4e-11	150
Query_2710	Query_2710	BC_4420	1e-04	94
Query_2711	Query_2711	BC_2815	0.0	1941
Query_2711	Query_2711	BC_1485	5e-66	626
Query_2711	Query_2711	BC_5451	2e-14	182
Query_2711	Query_2711	BC_4283	7e-11	151
Query_2711	Query_2711	BC_2103	7e-11	150
Query_2711	Query_2711	BC_2408	7e-10	142
Query_2711	Query_2711	BC_0259	1e-09	140
Query_2712	Query_2712	BC_5410	5e-85	785
Query_2712	Query_2712	BC_1835	7e-74	689
Query_2712	Query_2712	BC_2194	4e-47	458
Query_2713	Query_2713	BC_4858	2e-14	176
Query_2717	Query_2717	BC_2170	3e-158	1420
Query_2717	Query_2717	BC_1767	3e-141	1274
Query_2717	Query_2717	BC_1430	3e-127	1153
Query_2717	Query_2717	BC_4071	7e-46	451
Query_2718	Query_2718	BC_1834	2e-07	117
Query_2718	Query_2718	BC_3503	2e-06	110
Query_2720	Query_2720	BC_5197	7e-28	288
Query_2720	Query_2720	BC_3389	2e-22	240
Query_2720	Query_2720	BC_3320	2e-17	199
Query_2720	Query_2720	BC_2517	5e-16	186
Query_2720	Query_2720	BC_3404	9e-15	175
Query_2720	Query_2720	BC_5059	2e-14	172
Query_2720	Query_2720	BC_3421	7e-14	168
Query_2720	Query_2720	BC_0856	7e-14	167
Query_2720	Query_2720	BC_4316	8e-14	167
Query_2720	Query_2720	BC_3408	1e-12	157
Query_2720	Query_2720	BC_3409	2e-12	156
Query_2721	Query_2721	BC_4045	2e-59	565
Query_2721	Query_2721	BC_3024	5e-49	475
Query_2721	Query_2721	BC_4340	1e-30	317
Query_2721	Query_2721	BC_3321	4e-08	122
Query_2721	Query_2721	BC_2210	6e-08	120
Query_2721	Query_2721	BC_1619	6e-05	94
Query_2722	Query_2722	BC_3642	9e-73	679
Query_2723	Query_2723	BC_3643	3e-77	720
Query_2723	Query_2723	BC_1024	2e-47	464
Query_2723	Query_2723	BC_1025	2e-44	437
Query_2724	Query_2724	BC_0703	4e-69	652
Query_2724	Query_2724	BC_1231	2e-18	215
Query_2724	Query_2724	BC_1609	6e-10	142
Query_2724	Query_2724	BC_3644	6e-05	99
Query_2725	Query_2725	BC_3583	2e-34	350
Query_2725	Query_2725	BC_2100	9e-09	128
Query_2725	Query_2725	BC_2891	3e-08	123
Query_2725	Query_2725	BC_2803	2e-07	117
Query_2725	Query_2725	BC_4326	4e-06	106
Query_2726	Query_2726	BC_3582	4e-08	117
Query_2727	Query_2727	BC_4514	2e-55	532
Query_2727	Query_2727	BC_2052	3e-53	513
Query_2727	Query_2727	BC_3307	2e-30	315
Query_2727	Query_2727	BC_4847	3e-25	270
Query_2729	Query_2729	BC_2260	3e-26	279
Query_2729	Query_2729	BC_1290	1e-13	170
Query_2729	Query_2729	BC_4755	3e-08	122
Query_2730	Query_2730	BC_2254	6e-41	405
Query_2730	Query_2730	BC_1292	3e-08	123
Query_2731	Query_2731	BC_2249	9e-48	465
Query_2731	Query_2731	BC_0288	2e-05	99
Query_2732	Query_2732	BC_2248	1e-148	1338
Query_2732	Query_2732	BC_0476	1e-49	483
Query_2732	Query_2732	BC_2978	2e-06	111
Query_2732	Query_2732	BC_4702	2e-05	103
Query_2732	Query_2732	BC_4702	2e-04	95
Query_2733	Query_2733	BC_2247	2e-78	729
Query_2734	Query_2734	BC_2246	5e-67	630
Query_2735	Query_2735	BC_2245	7e-127	1150
Query_2735	Query_2735	BC_1610	2e-63	602
Query_2735	Query_2735	BC_4119	8e-57	546
Query_2735	Query_2735	BC_0355	2e-48	474
Query_2735	Query_2735	BC_1149	4e-38	384
Query_2735	Query_2735	BC_4127	3e-36	368
Query_2735	Query_2735	BC_3007	4e-27	289
Query_2735	Query_2735	BC_4468	5e-20	228
Query_2735	Query_2735	BC_0512	3e-15	187
Query_2736	Query_2736	BC_3750	7e-34	342
Query_2736	Query_2736	BC_5274	7e-20	221
Query_2736	Query_2736	BC_3516	5e-13	162
Query_2736	Query_2736	BC_3517	6e-10	135
Query_2736	Query_2736	BC_3359	2e-09	132
Query_2736	Query_2736	BC_0488	7e-08	117
Query_2736	Query_2736	BC_1215	3e-05	95
Query_2736	Query_2736	BC_5263	8e-05	91
Query_2736	Query_2736	BC_0622	1e-04	90
Query_2737	Query_2737	BC_1716	0.0	1755
Query_2737	Query_2737	BC_1383	1e-24	268
Query_2737	Query_2737	BC_1615	5e-23	254
Query_2737	Query_2737	BC_1184	7e-21	236
Query_2737	Query_2737	BC_4407	9e-07	114
Query_2739	Query_2739	BC_2575	1e-13	165
Query_2739	Query_2739	BC_2421	1e-11	147
Query_2739	Query_2739	BC_4741	9e-11	140
Query_2739	Query_2739	BC_1461	3e-09	126
Query_2740	Query_2740	BC_0388	8e-27	279
Query_2741	Query_2741	BC_0224	2e-61	583
Query_2741	Query_2741	BC_3493	8e-54	518
Query_2741	Query_2741	BC_2362	3e-26	280
Query_2741	Query_2741	BC_3476	3e-25	271
Query_2741	Query_2741	BC_2367	1e-24	265
Query_2741	Query_2741	BC_1932	1e-23	258
Query_2741	Query_2741	BC_5175	1e-21	241
Query_2741	Query_2741	BC_1683	1e-14	179
Query_2741	Query_2741	BC_3982	1e-14	179
Query_2741	Query_2741	BC_3668	2e-14	178
Query_2741	Query_2741	BC_3127	2e-14	178
Query_2741	Query_2741	BC_5222	1e-13	172
Query_2741	Query_2741	BC_3190	1e-13	171
Query_2741	Query_2741	BC_4650	2e-13	170
Query_2741	Query_2741	BC_1841	5e-11	149
Query_2742	Query_2742	BC_2660	2e-121	1102
Query_2742	Query_2742	BC_3498	9e-29	302
Query_2742	Query_2742	BC_2107	2e-23	256
Query_2742	Query_2742	BC_3380	6e-23	252
Query_2742	Query_2742	BC_0199	2e-22	248
Query_2742	Query_2742	BC_3377	1e-21	241
Query_2742	Query_2742	BC_3477	1e-18	215
Query_2742	Query_2742	BC_2220	3e-15	186
Query_2742	Query_2742	BC_0668	3e-08	125
Query_2742	Query_2742	BC_1014	4e-07	115
Query_2742	Query_2742	BC_0802	2e-05	101
Query_2743	Query_2743	BC_2224	3e-90	833
Query_2743	Query_2743	BC_4841	8e-82	761
Query_2743	Query_2743	BC_3370	2e-81	758
Query_2746	Query_2746	BC_3559	1e-80	750
